IDResp;Items
Resp_133;coccinelle
Resp_133;bourdon
Resp_133;mante_religieuse
Resp_133;puceron
Resp_133;mouche
Resp_133;moustique
Resp_133;ephemere
Resp_134;mouche
Resp_134;scarabee
Resp_134;moustique
Resp_134;puceron
Resp_134;fourmi
Resp_134;gendarme
Resp_134;coccinelle
Resp_134;abeille
Resp_134;taon
Resp_134;guepe
Resp_134;bourdon
Resp_135;mouche
Resp_135;coccinelle
Resp_135;moustique
Resp_135;libellule
Resp_135;araignee
Resp_135;ver
Resp_135;moucheron
Resp_135;fourmi
Resp_135;scolopendre
Resp_135;scarabee
Resp_135;abeille
Resp_135;guepe
Resp_135;pou
Resp_135;sauterelle
Resp_135;papillon
Resp_135;mille_pattes
Resp_136;fourmi
Resp_136;cloporte
Resp_136;mante_religieuse
Resp_136;araignee
Resp_136;chenille
Resp_136;coccinelle
Resp_136;mouche
Resp_136;guepe
Resp_136;papillon
Resp_136;frelon
Resp_136;cigale
Resp_136;capricorne
Resp_137;cafard
Resp_137;gendarme
Resp_137;scarabee
Resp_137;coccinelle
Resp_137;fourmi
Resp_137;mille_pattes
Resp_137;pince_oreilles
Resp_137;papillon
Resp_137;ephemere
Resp_137;abeille
Resp_137;guepe
Resp_137;bourdon
Resp_137;mante_religieuse
Resp_137;moustique
Resp_137;cousin
Resp_137;libellule
Resp_137;puceron
Resp_137;puce
Resp_137;pou
Resp_138;fourmi
Resp_138;libellule
Resp_138;cigale
Resp_138;araignee
Resp_138;cafard
Resp_138;moucheron
Resp_138;mouche
Resp_138;sauterelle
Resp_138;coccinelle
Resp_138;papillon
Resp_138;blatte
Resp_138;mante_religieuse
Resp_138;abeille
Resp_139;fourmi
Resp_139;libellule
Resp_139;cigale
Resp_139;araignee
Resp_139;cafard
Resp_139;moucheron
Resp_139;mouche
Resp_139;sauterelle
Resp_139;coccinelle
Resp_139;papillon
Resp_139;blatte
Resp_139;mante_religieuse
Resp_139;abeille
Resp_140;scarabee
Resp_140;fourmi
Resp_140;grillon
Resp_140;sauterelle
Resp_140;ver
Resp_140;papillon
Resp_140;mante_religieuse
Resp_140;bousier
Resp_140;cafard
Resp_140;libellule
Resp_140;mille_pattes
Resp_140;coccinelle
Resp_141;moustique
Resp_141;mouche
Resp_141;moucheron
Resp_141;cafard
Resp_141;guepe
Resp_141;libellule
Resp_141;araignee
Resp_141;abeille
Resp_142;sauterelle
Resp_142;cafard
Resp_142;blatte
Resp_142;mouche
Resp_142;moustique
Resp_142;papillon
Resp_142;escargot
Resp_142;limace
Resp_142;scorpion
Resp_142;abeille
Resp_142;guepe
Resp_142;mante_religieuse
Resp_142;araignee
Resp_143;fourmi
Resp_143;araignee
Resp_143;cafard
Resp_143;mille_pattes
Resp_143;coccinelle
Resp_143;papillon
Resp_143;abeille
Resp_143;frelon
Resp_143;bourdon
Resp_143;guepe
Resp_143;moustique
Resp_143;cousin
Resp_143;blatte
Resp_143;mite
Resp_143;mouche
Resp_143;moucheron
Resp_143;libellule
Resp_143;tique
Resp_143;puce
Resp_143;puceron
Resp_143;gendarme
Resp_144;guepe
Resp_144;abeille
Resp_144;mouche
Resp_144;puce
Resp_144;puceron
Resp_144;criquet
Resp_144;libellule
Resp_144;bourdon
Resp_144;coccinelle
Resp_144;taon
Resp_145;mante_religieuse
Resp_145;fourmi
Resp_145;sauterelle
Resp_145;coccinelle
Resp_145;cafard
Resp_145;mouche
Resp_145;moustique
Resp_145;guepe
Resp_145;abeille
Resp_145;mouche_tse_tse
Resp_145;moustique_du_chikungunya
Resp_146;mouche
Resp_146;guepe
Resp_146;frelon
Resp_146;abeille
Resp_146;coccinelle
Resp_146;fourmi
Resp_146;puceron
Resp_146;papillon
Resp_146;cafard
Resp_146;blatte
Resp_146;punaise
Resp_146;phasme
Resp_146;sauterelle
Resp_146;mite
Resp_146;ephemere
Resp_146;libellule
Resp_146;bourdon
Resp_146;gendarme
Resp_146;coleoptere
Resp_147;abeille
Resp_147;fourmi
Resp_147;drosophile
Resp_147;mouche
Resp_147;frelon
Resp_147;bourdon
Resp_147;cloporte
Resp_147;vers_a_soie
Resp_147;ver_de_terre
Resp_147;puceron
Resp_147;coccinelle
Resp_147;papillon
Resp_147;libellule
Resp_147;moustique
Resp_147;scarabee
Resp_148;abeille
Resp_148;guepe
Resp_148;moustique
Resp_148;scarabee
Resp_148;mouche
Resp_148;sauterelle
Resp_148;papillon
Resp_148;araignee
Resp_148;cafard
Resp_148;frelon
Resp_148;bourdon
Resp_148;grillon
Resp_148;cigale
Resp_148;moucheron
Resp_148;puce
Resp_148;chenille
Resp_149;moustique
Resp_149;fourmi
Resp_149;chenille
Resp_149;papillon
Resp_149;libellule
Resp_149;cousin
Resp_149;bousier
Resp_149;scarabee
Resp_149;abeille
Resp_149;guepe
Resp_149;frelon
Resp_149;aoutat
Resp_149;taon
Resp_149;charançon
Resp_149;pince_oreilles
Resp_149;cigale
Resp_149;grillon
Resp_149;sauterelle
Resp_149;mante_religieuse
Resp_149;coccinelle
Resp_149;mille_pattes
Resp_150;abeille
Resp_150;coccinelle
Resp_150;fourmi
Resp_150;cafard
Resp_150;scarabee
Resp_150;papillon
Resp_150;chenille
Resp_150;guepe
Resp_150;grillon
Resp_150;mouche
Resp_150;larve
Resp_150;mille_pattes
Resp_150;moustique
Resp_151;cafard
Resp_151;gendarme
Resp_151;fourmi
Resp_151;asticot
Resp_151;grillon
Resp_151;mouche
Resp_151;coccinelle
Resp_151;larve
Resp_151;moustique
Resp_151;bourdon
Resp_152;criquet
Resp_152;coccinelle
Resp_152;mante_religieuse
Resp_152;cafard
Resp_152;araignee
Resp_152;papillon
Resp_152;mouche
Resp_152;abeille
Resp_152;fourmi
Resp_152;grillon
Resp_152;cigale
Resp_152;sauterelle
Resp_152;blatte
Resp_152;libellule
Resp_152;ver_de_terre
Resp_153;papillon
Resp_153;moustique
Resp_153;mouche
Resp_153;abeille
Resp_153;libellule
Resp_153;coccinelle
Resp_153;cafard
Resp_154;cafard
Resp_154;mouche
Resp_154;abeille
Resp_154;guepe
Resp_154;fourmi
Resp_154;scarabee
Resp_154;mille_pattes
Resp_154;luciole
Resp_154;papillon
Resp_154;chenille
Resp_155;moustique
Resp_155;araignee
Resp_155;cousin
Resp_155;blatte
Resp_155;cafard
Resp_155;papillon
Resp_155;chenille
Resp_155;gendarme
Resp_155;fourmi
Resp_155;fourmi_rouge
Resp_155;mille_pattes
Resp_155;abeille
Resp_155;guepe
Resp_155;frelon
Resp_155;bourdon
Resp_155;mouche
Resp_155;punaise
Resp_155;libellule
Resp_156;ver_de_terre
Resp_156;mille_pattes
Resp_156;moustique
Resp_156;cousin
Resp_156;faucheuse
Resp_156;mygale
Resp_156;veuve_noire
Resp_156;termite
Resp_156;cigale
Resp_156;criquet
Resp_156;mouche
Resp_156;drosophile
Resp_156;pou
Resp_156;tique
Resp_157;fourmi
Resp_157;scarabee
Resp_157;coleoptere
Resp_157;cloporte
Resp_157;cafard
Resp_157;mite
Resp_157;papillon
Resp_157;guepe
Resp_157;bourdon
Resp_157;abeille
Resp_158;araignee
Resp_158;cafard
Resp_158;mouche
Resp_158;blatte
Resp_158;termite
Resp_158;fourmi
Resp_158;guepe
Resp_158;bourdon
Resp_158;abeille
Resp_158;puceron
Resp_158;frelon
Resp_158;papillon
Resp_158;gendarme
Resp_158;grillon
Resp_158;sauterelle
Resp_158;criquet
Resp_158;phalene
Resp_158;moustique
Resp_159;coccinelle
Resp_159;fourmi
Resp_159;drosophile
Resp_159;mante_religieuse
Resp_159;cigale
Resp_159;libellule
Resp_159;papillon
Resp_159;limace
Resp_159;larve
Resp_159;blatte
Resp_159;cafard
Resp_159;tique
Resp_159;aoutat
Resp_159;moucheron
Resp_159;mouche
Resp_159;ver_de_terre
Resp_159;gendarme
Resp_159;criquet
Resp_159;grillon
Resp_160;mouche
Resp_160;moustique
Resp_160;abeille
Resp_160;chenille
Resp_160;limace
Resp_160;mante_religieuse
Resp_160;ver
Resp_160;termite
Resp_160;papillon
Resp_160;cafard
Resp_160;tique
Resp_160;larve
Resp_160;libellule
Resp_160;drosophile
Resp_160;criquet
Resp_160;gendarme
Resp_160;araignee
Resp_160;mouche_tse_tse
Resp_160;phalene
Resp_161;cafard
Resp_161;abeille
Resp_161;mouche
Resp_161;guepe
Resp_161;bourdon
Resp_161;papillon
Resp_161;araignee
Resp_161;blatte
Resp_161;libellule
Resp_161;mante_religieuse
Resp_161;moustique
Resp_161;fourmi
Resp_161;gendarme
Resp_161;coccinelle
Resp_162;araignee
Resp_162;limace
Resp_162;fourmi
Resp_162;cafard
Resp_162;mouche
Resp_162;moustique
Resp_162;mante_religieuse
Resp_162;coccinelle
Resp_162;mille_pattes
Resp_162;escargot
Resp_162;morpion
Resp_162;grillon
Resp_162;criquet
Resp_162;mygale
Resp_162;ver
Resp_162;papillon
Resp_163;mouche
Resp_163;cigale
Resp_163;fourmi
Resp_163;trypanosome
Resp_163;anophele_aegyptis
Resp_163;mouche_tse_tse
Resp_163;abeille
Resp_163;guepe
Resp_163;cafard
Resp_163;gendarme
Resp_163;criquet
Resp_163;araignee
Resp_163;mygale
Resp_163;phalene
Resp_163;sauterelle
Resp_164;mouche
Resp_164;scarabee
Resp_164;fourmi
Resp_164;puceron
Resp_164;araignee
Resp_164;scolopendre
Resp_164;mille_pattes
Resp_164;puce
Resp_164;moustique
Resp_165;mille_pattes
Resp_165;pince_oreilles
Resp_165;scarabee
Resp_165;moustique
Resp_165;araignee
Resp_166;fourmi
Resp_166;araignee
Resp_166;moucheron
Resp_166;pince_oreilles
Resp_166;puce
Resp_166;tique
Resp_166;gendarme
Resp_167;moustique
Resp_167;araignee
Resp_167;cousin
Resp_167;blatte
Resp_167;cafard
Resp_167;papillon
Resp_167;chenille
Resp_167;gendarme
Resp_167;fourmi
Resp_167;fourmi_rouge
Resp_167;mille_pattes
Resp_167;abeille
Resp_167;guepe
Resp_167;frelon
Resp_167;bourdon
Resp_167;mouche
Resp_167;punaise
Resp_167;libellule
Resp_168;mille_pattes
Resp_168;araignee
Resp_168;papillon
Resp_168;fourmi
Resp_168;gendarme
Resp_168;ver_de_terre
Resp_168;abeille
Resp_168;moustique
Resp_168;libellule
Resp_168;cafard
Resp_168;mouche
Resp_168;drosophile
Resp_168;luciole
Resp_168;larve
Resp_168;coleoptere
Resp_169;mouche
Resp_169;abeille
Resp_169;moustique
Resp_169;bourdon
Resp_170;coccinelle
Resp_170;fourmi
Resp_170;scolopendre
Resp_170;scarabee
Resp_170;cloporte
Resp_170;chenille
Resp_170;papillon
Resp_170;mite
Resp_170;puce
Resp_170;pou
Resp_170;sauterelle
Resp_170;pince_oreilles
Resp_170;puce_de_sable
Resp_170;grillon
Resp_171;fourmi
Resp_171;guepe
Resp_171;ver
Resp_171;cafard
Resp_171;sauterelle
Resp_171;grillon
Resp_171;luciole
Resp_171;libellule
Resp_171;escargot
Resp_172;abeille
Resp_172;mante_religieuse
Resp_172;araignee
Resp_172;scarabee
Resp_172;libellule
Resp_172;araignee_d'eau
Resp_172;moucheron
Resp_172;tique
Resp_172;fourmi
Resp_173;fourmi
Resp_173;cigale
Resp_173;capricorne
Resp_173;araignee
Resp_173;mante_religieuse
Resp_173;scarabee
Resp_173;scolopendre
Resp_173;scorpion
Resp_173;moustique
Resp_173;mouche
Resp_173;guepe
Resp_173;frelon
Resp_173;abeille
Resp_173;moucheron
Resp_173;tique
Resp_173;puce
Resp_173;phasme
Resp_173;coccinelle
Resp_173;termite
Resp_173;mite
Resp_173;punaise
Resp_174;cafard
Resp_174;fourmi
Resp_174;scarabee
Resp_174;mouche
Resp_174;puceron
Resp_174;moustique
Resp_174;termite
Resp_174;coccinelle
Resp_174;abeille
Resp_174;guepe
Resp_174;frelon
Resp_175;libellule
Resp_175;fourmi
Resp_175;mouche
Resp_175;abeille
Resp_175;guepe
Resp_175;criquet
Resp_175;blatte
Resp_175;cafard
Resp_175;taon
Resp_175;moucheron
Resp_175;mille_pattes
Resp_175;moustique
Resp_175;frelon
Resp_176;abeille
Resp_176;papillon
Resp_176;escargot
Resp_176;fourmi
Resp_176;ver_de_terre
Resp_176;moustique
Resp_176;mouche
Resp_177;ver_de_terre
Resp_177;pince_oreilles
Resp_177;puce
Resp_177;tique
Resp_177;scarabee
Resp_177;gendarme
Resp_177;cloporte
Resp_177;coccinelle
Resp_177;taon
Resp_177;abeille
Resp_177;mouche
Resp_177;punaise
Resp_178;sauterelle
Resp_178;ver_de_terre
Resp_178;araignee
Resp_178;mouche
Resp_178;coccinelle
Resp_178;gendarme
Resp_178;punaise
Resp_178;moustique
Resp_178;fourmi
Resp_178;chenille
Resp_178;abeille
Resp_178;guepe
Resp_178;mille_pattes
Resp_178;papillon
Resp_178;asticot
Resp_178;cafard
Resp_179;fourmi
Resp_179;araignee
Resp_179;moustique
Resp_179;mouche
Resp_179;cafard
Resp_179;blatte
Resp_179;mante_religieuse
Resp_179;phasme
Resp_179;scarabee
Resp_179;mille_pattes
Resp_179;chenille
Resp_179;papillon
Resp_179;sauterelle
Resp_179;grillon
Resp_179;cloporte
Resp_179;ver
Resp_179;termite
Resp_179;tique
Resp_179;puce
Resp_179;libellule
Resp_179;abeille
Resp_179;guepe
Resp_179;frelon
Resp_180;libellule
Resp_180;moustique
Resp_180;fourmi
Resp_180;coccinelle
Resp_180;araignee
Resp_180;cafard
Resp_180;blatte
Resp_180;luciole
Resp_181;papillon
Resp_181;mouche
Resp_181;fourmi
Resp_181;libellule
Resp_181;cafard
Resp_182;araignee
Resp_182;mille_pattes
Resp_182;coccinelle
Resp_182;gendarme
Resp_182;cousin
Resp_182;moustique
Resp_182;papillon
Resp_182;abeille
Resp_182;guepe
Resp_182;ver_de_terre
Resp_183;cafard
Resp_183;mouche
Resp_183;pince_oreilles
Resp_183;araignee
Resp_183;ver_de_terre
Resp_183;limace
Resp_183;sangsue
Resp_183;blatte
Resp_183;cigale
Resp_183;coleoptere
Resp_184;pou
Resp_184;pince_oreilles
Resp_184;cafard
Resp_184;moustique
Resp_184;blatte
Resp_184;mouche
Resp_184;moucheron
Resp_184;fourmi
Resp_184;abeille
Resp_184;guepe
Resp_184;cloporte
Resp_184;mille_pattes
Resp_184;tique
Resp_185;tique
Resp_185;moustique
Resp_185;mouche
Resp_186;araignee
Resp_186;blatte
Resp_186;fourmi
Resp_186;tique
Resp_186;puce
Resp_186;coleoptere
Resp_186;scarabee
Resp_186;guepe
Resp_186;abeille
Resp_186;papillon
Resp_186;cafard
Resp_186;mouche
Resp_186;moucheron
Resp_186;sangsue
Resp_186;moustique
Resp_186;pou
Resp_186;cousin
Resp_186;frelon
Resp_186;bourdon
Resp_186;mante_religieuse
Resp_186;criquet
Resp_186;grillon
Resp_186;sauterelle
Resp_186;cigale
Resp_186;libellule
Resp_187;fourmi
Resp_187;cafard
Resp_187;veuve_noire
Resp_187;mygale
Resp_187;scolopendre
Resp_187;pompile
Resp_187;scarabee
Resp_187;pince_oreilles
Resp_187;mouche
Resp_187;abeille
Resp_187;moustique
Resp_187;cousin
Resp_187;frelon
Resp_187;guepe
Resp_187;araignee
Resp_188;fourmi
Resp_188;cloporte
Resp_188;cafard
Resp_188;blatte
Resp_188;pince_oreilles
Resp_188;mante_religieuse
Resp_189;fourmi
Resp_189;veuve_noire
Resp_189;gendarme
Resp_189;ver_de_terre
Resp_189;abeille
Resp_189;guepe
Resp_189;frelon
Resp_189;araignee
Resp_189;cloporte
Resp_189;puce
Resp_189;mante_religieuse
Resp_189;papillon
Resp_189;ver
Resp_189;sauterelle
Resp_189;grillon
Resp_189;mouche
Resp_190;punaise
Resp_190;pou
Resp_190;moustique
Resp_190;fourmi
Resp_190;scarabee
Resp_190;pince_oreilles
Resp_190;coccinelle
Resp_190;cafard
Resp_190;guepe
Resp_190;abeille
Resp_190;mouche
Resp_190;limace
Resp_190;papillon
Resp_190;chenille
Resp_191;fourmi
Resp_191;mouche
Resp_191;mouche_tse_tse
Resp_191;scarabee
Resp_191;cafard
Resp_191;guepe
Resp_191;abeille
Resp_191;limace
Resp_191;papillon
Resp_192;abeille
Resp_192;moustique
Resp_192;guepe
Resp_192;frelon
Resp_192;cafard
Resp_192;cloporte
Resp_192;mante_religieuse
Resp_192;libellule
Resp_192;mouche
Resp_192;moucheron
Resp_192;fourmi
Resp_192;termite
Resp_192;bourdon
Resp_193;cafard
Resp_193;fourmi
Resp_193;araignee
Resp_193;abeille
Resp_193;guepe
Resp_193;chenille
Resp_193;cousin
Resp_193;moustique
Resp_193;gendarme
Resp_193;mante_religieuse
Resp_193;papillon
Resp_193;sangsue
Resp_193;mille_pattes
Resp_193;pince_oreilles
Resp_193;tique
Resp_194;fourmi
Resp_194;cafard
Resp_194;papillon
Resp_194;mouche
Resp_194;abeille
Resp_194;frelon
Resp_194;bourdon
Resp_194;araignee
Resp_194;mille_pattes
Resp_194;ver
Resp_195;cafard
Resp_195;morpion
Resp_195;fourmi
Resp_195;araignee
Resp_195;scorpion
Resp_195;coccinelle
Resp_195;gendarme
Resp_195;pou
Resp_195;blatte
Resp_195;ver_de_terre
Resp_195;asticot
Resp_195;scarabee
Resp_196;mouche
Resp_196;cafard
Resp_196;moustique
Resp_196;larve
Resp_196;sauterelle
Resp_196;abeille
Resp_196;coccinelle
Resp_196;araignee
Resp_196;cousin
Resp_196;mille_pattes
Resp_196;scarabee
Resp_196;pince_oreilles
Resp_196;cigale
Resp_196;mygale
Resp_197;mouche
Resp_197;moustique
Resp_197;guepe
Resp_197;frelon
Resp_197;abeille
Resp_197;scolopendre
Resp_197;ver_de_terre
Resp_197;araignee
Resp_197;mygale
Resp_197;sauterelle
Resp_197;criquet
Resp_197;cafard
Resp_197;luciole
Resp_197;papillon
Resp_197;fourmi
Resp_197;scarabee
